,Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight,Predicted Price,Model Split,Accuracy
354,14950,43,25228,Petrol,110,1,0,1600,3,1045,14950,Test Data,0
355,13750,39,25062,Petrol,110,1,0,1600,5,1080,13750,Test Data,0
356,12695,39,24723,Petrol,110,1,1,1600,4,1060,12695,Test Data,0
357,14990,55.67215569,24650,Petrol,110,1,0,1600,3,1055,14990,Test Data,0
358,12750,43,24553,Petrol,110,1,0,1600,5,1080,12750,Test Data,0
359,14350,41,24475,Petrol,110,1,0,1600,5,1030,14350,Test Data,0
360,12950,39,24444,Petrol,110,1,0,1600,3,1040,12950,Test Data,0
361,11500,35,24011,Petrol,97,0,0,1400,3,1025,11500,Test Data,0
362,11950,41,24000,Petrol,97,1,0,1400,3,1025,11950,Test Data,0
363,13450,40,23616,Petrol,110,1,0,1600,5,1075,13450,Test Data,0
364,12900,38,22865,Petrol,110,1,0,1600,5,1075,12900,Test Data,0
365,10500,41,22780,Petrol,86,1,0,1300,5,1035,10500,Test Data,0
366,10950,35,21904,Petrol,97,0,0,1400,3,1025,10950,Test Data,0
367,11950,41,21651,Petrol,97,0,0,1400,3,1025,11950,Test Data,0
368,11450,37,21500,Petrol,110,1,0,1600,5,1030,11450,Test Data,0
369,13250,44,21027,Petrol,110,1,0,1600,5,1080,13250,Test Data,0
370,10250,39,18500,Petrol,110,0,0,1600,4,1030,10250,Test Data,0
371,13995,35,18000,Petrol,110,1,0,1600,5,1075,13995,Test Data,0
372,11950,40,17051,Petrol,97,0,0,1400,5,1060,11950,Test Data,0
373,13250,33,16512,Petrol,97,1,0,1400,5,1085,13250,Test Data,0
374,12950,40,16325,Petrol,110,1,0,1600,5,1080,12950,Test Data,0
375,11750,38,16000,Petrol,97,1,0,1400,5,1060,11750,Test Data,0
376,11500,39,12000,Petrol,110,1,0,1600,5,1075,11500,Test Data,0
377,13500,43,10000,Petrol,97,1,0,1400,5,1060,13500,Test Data,0
378,6500,53,216000,Diesel,69,0,0,1900,3,1110,6500,Test Data,0
379,6400,51,198167,Diesel,69,0,0,1900,4,1095,6400,Test Data,0
380,7000,53,176000,Diesel,69,0,0,1900,3,1105,7000,Test Data,0
381,7750,54,174139,Diesel,72,1,0,2000,4,1100,7750,Test Data,0
382,8900,45,174000,Diesel,69,1,0,1900,5,1095,8900,Test Data,0
383,8500,55,150000,CNG,110,1,0,1600,3,1075,8500,Test Data,0
384,8950,54,149329,Diesel,72,1,0,2000,5,1135,8950,Test Data,0
385,9900,51,146736,Petrol,110,1,0,1600,5,1080,9900,Test Data,0
386,10250,53,143513,Diesel,69,0,0,1900,5,1140,10250,Test Data,0
387,9250,48,142130,CNG,110,0,0,1600,5,1119,9250,Test Data,0
388,7750,48,140700,Diesel,69,1,0,1900,5,1110,7750,Test Data,0
389,9450,55.67215569,138394,Diesel,69,1,0,1900,4,1095,9450,Test Data,0
390,7750,55,137000,Diesel,72,1,0,2000,5,1135,7750,Test Data,0
391,8250,52,135258,Diesel,69,1,0,1900,5,1140,8250,Test Data,0
392,9950,49,131364,Petrol,110,1,0,1600,5,1075,9950,Test Data,0
393,4450,56,129155,Diesel,69,0,0,1800,5,1110,4450,Test Data,0
394,9950,50,126110,Petrol,110,0,0,1600,3,1055,9950,Test Data,0
395,9000,48,119742,Petrol,110,1,0,1600,5,1080,9000,Test Data,0
396,9950,53,117913,Diesel,69,1,0,1900,5,1110,9950,Test Data,0
397,12450,47,117430,Diesel,90,1,0,2000,3,1165,12450,Test Data,0
398,10500,55,63634,Petrol,110,1,0,1600,4,1035,10500,Test Data,0
399,10750,54,115558,Petrol,110,1,0,1600,4,1035,10750,Test Data,0
400,8950,53,115113,Petrol,97,1,0,1400,3,1025,8950,Test Data,0
401,10500,54,115046,Diesel,69,1,0,1900,5,1140,10500,Test Data,0
402,5150,56,113997,Diesel,72,1,0,2000,5,1135,5150,Test Data,0
403,10950,49,107859,Petrol,97,0,0,1400,5,1060,10950,Test Data,0
404,9450,55.67215569,104805,Petrol,97,1,0,1400,3,1025,9450,Test Data,0
405,9950,54,103454,Petrol,110,1,0,1600,5,1075,9950,Test Data,0
406,10950,51,103018,Petrol,69,0,0,1900,5,1140,10950,Test Data,0
407,11900,47,102352,Petrol,110,1,0,1600,5,1080,11900,Test Data,0
408,9950,50,102030,Petrol,97,1,0,1400,5,1060,9950,Test Data,0
409,11950,54,101352,Petrol,110,0,0,1600,5,1080,11950,Test Data,0
410,7900,50,99865,Petrol,110,1,0,1600,4,1035,7900,Test Data,0
411,10950,52,99323,Petrol,110,1,0,1600,3,1055,10950,Test Data,0
412,8950,48,98100,Petrol,69,1,0,1900,5,1140,8950,Test Data,0
413,11950,51,98040,Petrol,110,0,0,1600,5,1080,11950,Test Data,0
414,10900,49,97600,Petrol,110,1,0,1600,3,1045,10900,Test Data,0
415,9950,55,97234,Petrol,110,0,0,1600,5,1080,9950,Test Data,0
416,9950,51,96135,Diesel,72,0,0,2000,3,1115,9950,Test Data,0
417,10950,54,96100,Petrol,110,1,0,1600,5,1080,10950,Test Data,0
418,8950,55,94401,Diesel,72,0,0,2000,3,1115,8950,Test Data,0
419,8950,55,94122,Petrol,86,1,0,1300,3,1015,8950,Test Data,0
420,10500,49,91340,Petrol,110,1,0,1600,3,1055,10500,Test Data,0
421,8950,53,90200,Petrol,97,0,0,1400,3,1025,8950,Test Data,0
422,9250,53,90097,Diesel,69,1,0,1900,5,1140,9250,Test Data,0
423,11500,48,89049,Petrol,97,1,0,1400,5,1060,11500,Test Data,0
424,9750,52,89000,Petrol,110,0,0,1600,5,1075,9750,Test Data,0
425,9950,45,87274,Petrol,110,1,0,1600,3,1040,9950,Test Data,0
426,11450,49,86221,Petrol,110,0,0,1600,3,1045,11450,Test Data,0
427,12500,54,84598,Petrol,110,0,0,1600,5,1075,12500,Test Data,0
428,10500,50,83567,Petrol,110,0,0,1600,5,1075,10500,Test Data,0
429,12950,50,83106,Petrol,110,1,0,1600,5,1075,12950,Test Data,0
430,12200,50,82805,Petrol,110,1,0,1600,3,1040,,Train Data,12200
431,10950,50,82735,Petrol,97,1,0,1400,3,1030,,Train Data,10950
432,10950,54,81905,Petrol,110,1,0,1600,5,1105,,Train Data,10950
433,11290,49,80320,Petrol,110,1,1,1600,3,1070,,Train Data,11290
434,10750,49,80090,Petrol,97,1,0,1400,3,1030,,Train Data,10750
435,10895,53,79800,Petrol,110,0,0,1600,5,1075,,Train Data,10895
436,11500,47,78785,CNG,110,1,0,1600,5,1119,,Train Data,11500
437,9750,48,78600,Petrol,110,1,0,1600,5,1075,,Train Data,9750
438,10250,55,77780,Petrol,110,1,0,1600,3,1040,,Train Data,10250
439,12500,49,77648,Petrol,110,0,0,1600,4,1030,,Train Data,12500
440,11950,54,77270,Petrol,110,1,0,1600,4,1035,,Train Data,11950
441,10750,50,76167,Petrol,97,1,0,1400,5,1060,,Train Data,10750
442,11450,46,75249,Petrol,110,1,0,1600,4,1035,,Train Data,11450
443,11950,54,75231,Petrol,110,1,0,1600,5,1080,,Train Data,11950
444,11750,48,75045,Petrol,110,1,0,1600,3,1055,,Train Data,11750
445,10950,50,74849,Petrol,110,1,1,1600,4,1060,,Train Data,10950
446,11950,55,74715,Petrol,110,1,0,1600,5,1080,,Train Data,11950
447,10995,49,74656,Diesel,69,0,0,1900,3,1105,,Train Data,10995
448,11450,56,74500,Petrol,97,0,0,1400,3,1025,,Train Data,11450
449,8900,49,74494,Petrol,110,1,0,1600,5,1075,,Train Data,8900
450,10500,50,73634,Petrol,110,0,0,1587,5,1075,,Train Data,10500
451,11750,47,73403,Petrol,110,1,0,1600,5,1075,,Train Data,11750
452,11450,49,73175,Petrol,97,1,0,1400,3,1030,,Train Data,11450
453,12000,55.67215569,73000,Petrol,110,0,0,1600,3,1055,,Train Data,12000
454,11950,50,72242,Petrol,110,1,1,1600,3,1070,,Train Data,11950
455,9850,53,72000,Petrol,97,1,0,1400,3,1025,,Train Data,9850
456,10950,55.67215569,71725,Petrol,110,1,0,1600,4,1035,,Train Data,10950
457,10950,55.67215569,71276,Petrol,110,0,0,1600,5,1080,,Train Data,10950
458,8695,55.67215569,70440,Diesel,69,1,0,1900,3,1105,,Train Data,8695
459,10990,53,70239,Petrol,110,0,0,1600,3,1040,,Train Data,10990
460,9500,55,69813,Petrol,97,1,0,1400,3,1025,,Train Data,9500
461,11950,49,69659,Petrol,86,0,0,1300,3,1025,,Train Data,11950
462,10750,46,69574,Petrol,97,0,0,1400,5,1065,,Train Data,10750
463,8750,47,69000,Diesel,69,1,0,1900,5,1140,,Train Data,8750
464,8750,49,68565,Petrol,110,1,0,1600,4,1030,,Train Data,8750
465,11450,55.67215569,68520,Diesel,72,1,0,2000,3,1115,,Train Data,11450
466,9950,46,68414,Petrol,97,0,0,1400,3,1025,,Train Data,9950
467,11950,56,66777,Petrol,110,0,0,1600,5,1090,,Train Data,11950
468,13950,52,66527,Petrol,110,1,0,1600,5,1080,,Train Data,13950
469,11250,54,66063,Petrol,110,1,0,1600,5,1090,,Train Data,11250
470,10900,50,65471,Petrol,97,1,0,1400,5,1060,,Train Data,10900
471,9750,56,65400,Petrol,97,1,0,1400,3,1025,,Train Data,9750
472,9950,52,65170,Petrol,97,1,0,1400,3,1025,,Train Data,9950
473,11950,56,65000,Petrol,110,1,0,1600,5,1075,,Train Data,11950
474,10450,48,64193,Petrol,110,1,0,1600,3,1040,,Train Data,10450
475,8950,54,64000,Petrol,97,1,0,1400,3,1025,,Train Data,8950
476,10250,54,63792,Petrol,110,1,0,1600,5,1075,,Train Data,10250
477,9930,53,63635,Petrol,110,1,0,1600,4,1035,,Train Data,9930
478,10500,54,63135,Petrol,110,1,0,1600,3,1050,,Train Data,10500
479,11950,54,63123,Petrol,110,1,0,1600,4,1035,,Train Data,11950
480,11500,55.67215569,63000,Diesel,69,1,0,1900,5,1140,,Train Data,11500
481,11500,55.67215569,63000,Petrol,110,0,0,1600,4,1035,,Train Data,11500
482,11450,54,62987,Petrol,110,0,0,1600,5,1080,,Train Data,11450
483,9900,56,62751,Petrol,110,0,0,1600,3,1050,,Train Data,9900
484,9500,54,62519,Petrol,97,0,0,1400,3,1025,,Train Data,9500
485,10500,50,62280,Petrol,97,1,0,1400,5,1060,,Train Data,10500
486,10750,50,61672,Petrol,110,1,0,1600,5,1075,,Train Data,10750
487,8950,54,61000,Diesel,69,0,0,2000,5,1140,,Train Data,8950
488,12000,56,61000,Petrol,110,1,0,1600,3,1050,,Train Data,12000
489,9940,53,60558,Petrol,110,1,0,1600,4,1105,,Train Data,9940
490,10950,47,60348,Petrol,110,0,0,1600,4,1030,,Train Data,10950
491,10750,54,63634,Petrol,110,1,0,1600,5,1075,,Train Data,10750
492,9799,51,59000,Petrol,97,1,0,1400,3,1025,,Train Data,9799
493,11750,51,58761,Petrol,97,0,0,1300,5,1060,,Train Data,11750
494,11950,54,58745,Petrol,110,1,0,1600,4,1035,,Train Data,11950
495,11250,52,58596,Petrol,110,1,0,1600,3,1045,,Train Data,11250
496,11750,54,58530,Petrol,110,0,0,1600,5,1075,,Train Data,11750
497,10950,55,58377,Petrol,110,1,0,1600,3,1050,,Train Data,10950
498,11250,56,58142,Petrol,110,1,0,1600,5,1080,,Train Data,11250
499,9950,53,57948,Petrol,97,1,0,1400,3,1025,,Train Data,9950
500,9700,51,57645,Petrol,110,0,0,1600,5,1080,,Train Data,9700
501,11950,47,57500,Petrol,110,1,0,1600,4,1105,,Train Data,11950
502,9900,53,57475,Petrol,110,0,0,1600,3,1040,,Train Data,9900
503,9990,55.67215569,56743,Petrol,110,0,0,1600,3,1045,,Train Data,9990
504,9475,48,56675,Petrol,97,1,0,1400,3,1025,,Train Data,9475
505,11500,54,55877,Petrol,110,1,0,1600,5,1075,,Train Data,11500
506,11950,53,55500,Petrol,110,1,0,1600,4,1035,,Train Data,11950
507,11500,55,54900,Petrol,97,1,0,1400,5,1060,,Train Data,11500
508,10500,50,54465,Petrol,110,0,0,1600,5,1075,,Train Data,10500
509,10900,46,53700,Petrol,97,1,0,1400,5,1060,,Train Data,10900
510,11700,52,53561,Petrol,97,1,0,1400,5,1060,,Train Data,11700
511,11900,51,53408,Petrol,110,1,0,1600,5,1080,,Train Data,11900
512,13950,51,53268,Petrol,110,1,0,1600,5,1080,,Train Data,13950
513,10950,49,53116,Petrol,97,1,0,1400,3,1025,,Train Data,10950
514,10500,56,52448,Petrol,97,0,0,1400,3,1025,,Train Data,10500
515,10750,55,52149,Petrol,97,1,0,1400,3,1085,,Train Data,10750
516,11950,55,52141,Petrol,110,1,0,1600,5,1070,,Train Data,11950
517,10000,56,52000,Petrol,97,0,0,1400,3,1025,,Train Data,10000
518,10495,48,50967,Petrol,97,1,0,1400,5,1060,,Train Data,10495
519,11450,50,50400,Petrol,110,0,0,1600,5,1080,,Train Data,11450
520,9400,54,50000,Petrol,97,1,0,1400,3,1025,,Train Data,9400
521,11950,51,50000,Petrol,86,1,0,1300,5,1045,,Train Data,11950
522,9650,53,49969,Petrol,110,0,0,1600,5,1075,,Train Data,9650
523,18950,49,49568,Petrol,110,1,0,1600,3,1105,,Train Data,18950
524,11450,51,49473,Petrol,110,0,0,1600,3,1055,,Train Data,11450
525,10250,52,49432,Petrol,110,1,0,1600,3,1050,,Train Data,10250
526,11450,55.67215569,49417,Petrol,110,1,0,1600,3,1045,,Train Data,11450
527,9950,54,49366,Petrol,97,1,0,1400,3,1025,,Train Data,9950
528,10500,56,48731,Petrol,110,1,0,1600,3,1055,,Train Data,10500
529,13750,55.67215569,48370,Petrol,110,1,0,1600,5,1080,,Train Data,13750
530,9950,48,48071,Petrol,97,0,0,1400,3,1025,,Train Data,9950
531,10250,54,47852,Petrol,110,1,0,1600,4,1030,,Train Data,10250
532,10850,54,47768,Petrol,110,1,0,1600,3,1055,,Train Data,10850
533,11895,52,47689,Petrol,110,0,0,1600,5,1075,,Train Data,11895
534,12950,53,47451,Petrol,110,1,0,1600,3,1055,,Train Data,12950
535,11950,50,47219,Petrol,110,1,0,1600,5,1080,,Train Data,11950
536,10750,56,47211,Petrol,110,1,0,1600,5,1070,,Train Data,10750
537,9550,54,46856,Petrol,97,0,0,1400,5,1060,,Train Data,9550
538,10950,56,46500,Petrol,86,0,0,1300,5,1035,,Train Data,10950
539,11750,55.67215569,46449,Petrol,110,1,0,1600,4,1035,,Train Data,11750
540,10950,47,46391,Petrol,110,0,0,1600,5,1075,,Train Data,10950
541,12450,54,46230,Petrol,110,1,0,1600,3,1055,,Train Data,12450
542,10500,52,46029,Petrol,110,1,0,1600,4,1030,,Train Data,10500
543,10900,50,46000,Petrol,97,0,0,1400,3,1025,,Train Data,10900
544,12950,50,45900,Petrol,110,1,0,1600,5,1075,,Train Data,12950
545,10950,47,45850,Petrol,97,0,0,1400,5,1060,,Train Data,10950
546,12500,56,45336,Petrol,110,1,0,1600,5,1080,,Train Data,12500
547,9950,55,44537,Petrol,97,0,0,1400,3,1025,,Train Data,9950
548,10750,56,43700,Petrol,86,1,0,1300,3,1025,,Train Data,10750
549,12500,48,43120,Petrol,97,1,0,1400,3,1030,,Train Data,12500
550,10450,49,41710,Petrol,110,0,0,1600,3,1040,,Train Data,10450
551,10750,52,41700,Petrol,97,1,0,1400,3,1025,,Train Data,10750
552,12950,49,41636,Petrol,110,1,0,1600,5,1105,,Train Data,12950
553,10995,55.67215569,41273,Petrol,97,0,0,1400,5,1060,,Train Data,10995
554,11950,49,40836,Petrol,110,1,1,1600,3,1075,,Train Data,11950
555,11250,50,40400,Petrol,97,1,0,1400,5,1060,,Train Data,11250
556,11950,47,40361,Petrol,110,1,0,1600,5,1090,,Train Data,11950
557,13750,54,40325,Petrol,86,0,0,1300,5,1045,,Train Data,13750
558,11000,47,40000,Petrol,110,0,0,1600,5,1080,,Train Data,11000
559,13500,50,39706,Petrol,110,1,0,1600,5,1080,,Train Data,13500
560,10950,54,39291,Petrol,110,1,0,1600,3,1040,,Train Data,10950
561,10750,54,39000,Petrol,97,0,0,1400,3,1025,,Train Data,10750
562,8950,47,38900,Petrol,97,1,0,1400,3,1025,,Train Data,8950
563,12950,51,38403,Petrol,110,0,0,1600,3,1055,,Train Data,12950
564,9750,56,37461,Petrol,97,0,0,1400,3,1025,,Train Data,9750
565,10900,54,37000,Petrol,97,1,0,1400,3,1025,,Train Data,10900
566,10995,55,36406,Petrol,110,1,0,1600,4,1035,,Train Data,10995
567,10750,48,36005,Petrol,97,1,0,1400,5,1065,,Train Data,10750
568,10950,52,36000,Petrol,110,1,0,1600,5,1075,,Train Data,10950
569,13000,55.67215569,36000,Petrol,110,0,0,1600,5,1080,,Train Data,13000
570,12950,45,36000,Petrol,110,1,1,1600,3,1070,,Train Data,12950
571,11500,52,35823,Petrol,110,0,0,1600,5,1075,,Train Data,11500
572,10950,55.67215569,35230,Petrol,97,0,0,1400,3,1025,,Train Data,10950
573,11710,48,35142,Petrol,110,0,0,1600,3,1055,,Train Data,11710
574,9980,49,34890,Petrol,97,1,0,1400,3,1025,,Train Data,9980
575,12250,51,34882,Petrol,110,1,0,1600,5,1075,,Train Data,12250
576,11500,46,34000,Petrol,110,1,0,1600,5,1075,,Train Data,11500
577,11950,56,33998,Petrol,110,0,0,1600,5,1080,,Train Data,11950
578,11500,55,33230,Petrol,110,0,0,1600,3,1050,,Train Data,11500
579,11900,46,33021,Petrol,110,1,0,1600,5,1080,,Train Data,11900
580,11930,49,31999,Petrol,97,0,0,1400,3,1030,,Train Data,11930
581,10500,55.67215569,31579,Petrol,97,0,0,1400,3,1025,,Train Data,10500
582,8950,56,31000,Petrol,97,0,0,1400,3,1025,,Train Data,8950
583,10450,46,30806,Petrol,97,1,0,1400,5,1060,,Train Data,10450
584,10500,55,30461,Petrol,86,1,0,1300,5,1050,,Train Data,10500
585,12950,50,29686,Petrol,110,1,1,1600,3,1075,,Train Data,12950
586,9950,55.67215569,29650,Petrol,86,1,0,1300,3,1025,,Train Data,9950
587,12900,52,29500,Petrol,110,1,0,1600,3,1055,,Train Data,12900
588,9950,48,28656,Petrol,97,0,0,1400,3,1085,,Train Data,9950
589,9950,55,27500,Petrol,97,1,0,1400,3,1025,,Train Data,9950
590,10950,48,26938,Petrol,110,1,0,1600,3,1040,,Train Data,10950
591,10950,53,26624,Petrol,97,0,0,1400,5,1060,,Train Data,10950
592,9950,47,26221,Petrol,97,1,0,1400,3,1025,,Train Data,9950
593,10950,50,22648,Petrol,97,1,0,1400,5,1060,,Train Data,10950
594,10800,50,22500,Petrol,97,1,0,1400,3,1025,,Train Data,10800
595,10500,56,19313,Petrol,97,0,0,1400,3,1025,,Train Data,10500
596,10450,50,17619,Petrol,110,1,0,1600,4,1030,,Train Data,10450
597,10600,51,17069,Petrol,97,1,0,1400,3,1025,,Train Data,10600
598,10450,48,15000,Petrol,97,1,0,1400,3,1025,,Train Data,10450
599,12950,50,10210,Petrol,97,0,0,1400,5,1065,,Train Data,12950
600,11250,47,5309,Petrol,110,1,1,1600,3,1070,,Train Data,11250
601,7500,50,1,Diesel,90,1,0,2000,3,1260,,Train Data,7500
602,8950,52,31000,Petrol,97,1,0,1398,3,1025,,Train Data,8950
603,6950,58,205000,Diesel,72,1,0,2000,4,1100,,Train Data,6950
604,7900,68,204250,Diesel,72,1,0,2000,3,1115,,Train Data,7900
605,5950,68,194545,Petrol,86,0,0,1300,4,1000,,Train Data,5950
606,7500,59,190900,Diesel,72,1,0,2000,3,1115,,Train Data,7500
607,7500,62,183500,Diesel,72,1,0,2000,5,1140,,Train Data,7500
608,6900,65,176184,Diesel,72,1,0,2000,3,1115,,Train Data,6900
609,5751,67,174833,Diesel,72,0,0,2000,4,1100,,Train Data,5751
610,6950,68,155720,Petrol,86,1,0,1300,3,1015,,Train Data,6950
611,7950,67,155500,Petrol,110,1,0,1600,5,1050,,Train Data,7950
612,7750,59,154783,Diesel,72,1,0,2000,3,1120,,Train Data,7750
613,7950,64,154462,Diesel,72,1,0,2000,5,1135,,Train Data,7950
614,8250,64,150585,Petrol,110,1,0,1600,3,1065,,Train Data,8250
615,6250,67,149000,Diesel,90,1,0,2000,5,1135,,Train Data,6250
616,9500,62,147636,Petrol,72,1,0,2000,5,1135,,Train Data,9500
617,6900,59,144521,Diesel,72,1,0,2000,5,1135,,Train Data,6900
618,8450,64,144000,Petrol,110,1,0,1600,3,1065,,Train Data,8450
619,7350,65,140168,Diesel,72,1,0,2000,3,1115,,Train Data,7350
620,8950,68,140000,Petrol,110,1,0,1600,5,1085,,Train Data,8950
621,6900,60,139800,Diesel,72,0,0,2000,3,1115,,Train Data,6900
622,8950,59,137050,CNG,110,1,0,1600,3,1078,,Train Data,8950
623,8750,61,136956,Petrol,110,0,0,1600,3,1065,,Train Data,8750
624,7950,67,135337,CNG,110,1,0,1600,5,1120,,Train Data,7950
625,8950,64,133769,Diesel,72,1,0,2000,3,1120,,Train Data,8950
626,8950,58,133405,Diesel,72,1,0,2000,5,1135,,Train Data,8950
627,8950,65,132807,Diesel,72,1,0,2000,5,1135,,Train Data,8950
628,7950,64,132393,Diesel,72,0,0,2000,5,1135,,Train Data,7950
629,7750,60,130270,Petrol,110,0,0,1600,3,1050,,Train Data,7750
630,7500,59,130000,Diesel,72,1,0,2000,4,1135,,Train Data,7500
631,8950,67,127000,Diesel,101.4783217,1,0,2000,5,1135,,Train Data,8950
632,9800,67,126800,Diesel,72,0,0,2000,5,1135,,Train Data,9800
633,9450,66,126452,Petrol,110,1,0,1600,5,1085,,Train Data,9450
634,8950,62,125175,Diesel,116,0,0,2000,5,1150,,Train Data,8950
635,8750,68,125000,Diesel,72,1,0,2000,3,1115,,Train Data,8750
636,10500,61,123000,Diesel,72,0,0,2000,5,1135,,Train Data,10500
637,7995,59,121626,Petrol,86,0,0,1300,5,1050,,Train Data,7995
638,10450,64,120400,Petrol,101.4783217,0,0,1600,5,1090,,Train Data,10450
639,9950,66,120000,Diesel,72,0,0,2000,4,1100,,Train Data,9950
640,9950,68,119541,Petrol,110,0,0,1600,3,1055,,Train Data,9950
641,8950,68,119500,Petrol,110,1,0,1600,5,1070,,Train Data,8950
642,7950,68,119289,Petrol,110,1,0,1600,4,1035,,Train Data,7950
643,10950,57,118833,Petrol,110,0,0,1600,3,1065,,Train Data,10950
644,9950,64,118000,Diesel,72,1,0,2000,5,1150,,Train Data,9950
645,8600,68,117955,Petrol,110,1,1,1600,4,1065,,Train Data,8600
646,7250,65,117609,Petrol,86,0,0,1300,3,1015,,Train Data,7250
647,6950,68,117000,Diesel,72,0,0,2000,3,1115,,Train Data,6950
648,8000,64,116000,Petrol,86,0,0,1300,5,1045,,Train Data,8000
649,9950,58,115715,Petrol,110,0,0,1600,5,1070,,Train Data,9950
650,9450,60,115191,CNG,110,1,0,1600,4,1079,,Train Data,9450
651,7950,68,115071,Petrol,110,1,0,1600,3,1055,,Train Data,7950
652,9450,63,115000,CNG,110,0,0,1600,3,1109,,Train Data,9450
653,9950,64,114846,Petrol,110,1,0,1600,5,1075,,Train Data,9950
654,6950,65,114383,Diesel,90,0,0,2000,3,1260,,Train Data,6950
655,8250,59,113700,Petrol,110,1,0,1600,5,1065,,Train Data,8250
656,9950,67,113118,Petrol,86,1,0,1300,3,1020,,Train Data,9950
657,8250,59,112827,Petrol,86,1,0,1300,5,1040,,Train Data,8250
658,9950,68,112116,Petrol,110,1,0,1600,5,1070,,Train Data,9950
659,10500,66,112000,Petrol,110,1,0,1600,3,1065,,Train Data,10500
660,7950,62,112000,Diesel,72,0,0,2000,4,1135,,Train Data,7950
661,9750,65,111769,Petrol,110,0,0,1600,3,1065,,Train Data,9750
662,9250,61,110853,Petrol,110,1,0,1600,5,1070,,Train Data,9250
663,9500,68,110287,Petrol,110,1,0,1600,3,1050,,Train Data,9500
664,9950,62,109547,Petrol,110,1,0,1600,5,1075,,Train Data,9950
665,7750,63,109230,Petrol,110,0,0,1600,3,1050,,Train Data,7750
666,9500,68,109150,Petrol,110,0,0,1600,5,1075,,Train Data,9500
667,9950,67,108793,Petrol,110,1,0,1600,4,1035,,Train Data,9950
668,9750,64,106784,Petrol,110,0,1,1600,3,1050,,Train Data,9750
669,9750,58,105942,Petrol,86,0,0,1300,5,1040,,Train Data,9750
670,5950,59,105000,Petrol,86,1,0,1300,3,1015,,Train Data,5950
671,8500,55.67215569,105000,Petrol,86,0,0,1300,5,1040,,Train Data,8500
672,8495,68,104299,Petrol,110,1,0,1600,5,1085,,Train Data,8495
673,9250,67,104000,Petrol,86,0,0,1300,3,1020,,Train Data,9250
674,6900,55.67215569,104000,Petrol,86,1,0,1300,3,1015,,Train Data,6900
675,8950,58,103458,Petrol,86,1,0,1300,3,1025,,Train Data,8950
676,9500,55.67215569,103400,Petrol,110,1,0,1600,5,1075,,Train Data,9500
677,9250,63,102807,Petrol,86,0,0,1300,5,1055,,Train Data,9250
678,9895,68,102494,Petrol,110,0,0,1600,5,1090,,Train Data,9895
679,9950,57,102300,Diesel,72,1,0,2000,5,1135,,Train Data,9950
680,7950,61,102106,Petrol,110,0,0,1600,3,1050,,Train Data,7950
681,8750,68,101889,Petrol,110,1,0,1600,5,1075,,Train Data,8750
682,8250,57,101791,Diesel,72,0,0,2000,3,1115,,Train Data,8250
683,8950,63,101469,Petrol,110,1,0,1600,3,1065,,Train Data,8950
684,8950,68,101001,Petrol,110,0,0,1600,5,1075,,Train Data,8950
685,8950,61,100748,Petrol,110,1,0,1600,5,1070,,Train Data,8950
686,8950,65,100550,Petrol,110,1,0,1600,5,1075,,Train Data,8950
687,9450,67,99781,Petrol,110,1,0,1600,5,1085,,Train Data,9450
688,8950,59,98658,Petrol,86,1,0,1300,3,1020,,Train Data,8950
689,9250,65,98500,Petrol,110,1,0,1600,5,1075,,Train Data,9250
690,8750,64,98291,Petrol,86,0,0,1300,4,1000,,Train Data,8750
691,9950,61,97648,Petrol,110,1,0,1600,3,1065,,Train Data,9950
692,9950,55.67215569,97425,Petrol,110,1,0,1600,5,1075,,Train Data,9950
693,9900,65,97173,Petrol,86,0,0,1300,3,1015,,Train Data,9900
694,8950,66,97046,Petrol,86,1,0,1300,4,1000,,Train Data,8950
695,8950,67,96000,Petrol,110,1,0,1600,3,1050,,Train Data,8950
696,12250,55.67215569,96000,Petrol,72,1,0,2000,4,1100,,Train Data,12250
697,9250,67,95750,Petrol,110,1,0,1600,5,1070,,Train Data,9250
698,10250,61,95147,Petrol,110,1,0,1600,3,1050,,Train Data,10250
699,8950,55.67215569,95000,Petrol,110,0,0,1600,3,1050,,Train Data,8950
700,7999,65,95000,Petrol,110,1,0,1600,3,1050,,Train Data,7999
701,9900,66,94606,Petrol,110,0,0,1600,3,1065,,Train Data,9900
702,8250,63,94504,Petrol,86,1,0,1300,4,1000,,Train Data,8250
703,10500,65,93428,Petrol,110,1,0,1600,5,1075,,Train Data,10500
704,8450,65,93408,Petrol,86,0,0,1300,3,1015,,Train Data,8450
705,9900,68,93296,Petrol,110,1,0,1600,5,1090,,Train Data,9900
706,10500,62,93098,Petrol,110,1,0,1600,5,1075,,Train Data,10500
707,8500,67,92922,Diesel,72,1,0,2000,4,1100,,Train Data,8500
708,9500,61,92498,Petrol,110,1,0,1600,3,1050,,Train Data,9500
709,9450,65,92226,Petrol,110,0,0,1600,3,1065,,Train Data,9450
710,9900,55.67215569,91505,Diesel,72,0,0,2000,3,1115,,Train Data,9900
711,8250,55.67215569,91333,Petrol,110,1,0,1600,3,1050,,Train Data,8250
712,8750,55.67215569,91246,Petrol,86,1,0,1300,3,1015,,Train Data,8750
713,9500,58,91000,Petrol,110,1,0,1600,5,1075,,Train Data,9500
714,8450,68,90727,Petrol,110,0,0,1600,3,1050,,Train Data,8450
